show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,avg_rating,num_reviews,audience_score,show_id_minmax,release_year_minmax,avg_rating_minmax,audience_score_minmax,show_id_zscore,release_year_zscore,avg_rating_zscore,audience_score_zscore
80178940,Movie,10 jours en or,nicolas brossette,"Franck Dubosc, Claude Rich, Marie Kremer, Mathis Touré, Rufus, Olivier Claverie",France,"July 1, 2017",2012,TV-PG,97 min,"Comedies, Dramas, International Movies","when a carefree bachelor is unexpectedly left in charge of a young boy, the two embark on a road trip that will change both of their lives.",2.51,690,12.91,0.9057622675075745,0.4285714285714164,0.37749999999999995,0.12912582516503301,0.3515306389220049,-1.2042871813451905,-0.44303487666250607,-1.280104073596772
70060018,Movie,"10,000 b.c.",roland emmerich,"Steven Strait, Camilla Belle, Cliff Curtis, Joel Virgel, Affif Ben Badra, Mo Zinal, Nathanael Baring, Mona Hammond, Omar Sharif","United States, South Africa","June 1, 2019",2008,PG-13,109 min,Action & Adventure,fierce mammoth hunter d'leh sets out on an impossible journey to rescue the woman he loves from a vicious warlord and save the people of his village.,3.67,497,88.45,0.003421057911597636,0.1428571428571388,0.6675,0.8846769353870775,-2.3873167106465685,-2.49288067683433,0.5549929091901249,1.3421908226994201
81001804,Movie,100 days of solitude,,,Spain,"July 6, 2018",2018,TV-14,93 min,"Documentaries, International Movies","spanish photographer josé díaz spends 100 days living alone on a remote mountain, connecting to nature and documenting the beauty of his surroundings.",3.31,880,5.83,0.9791400539054713,0.8571428571428612,0.5775,0.0583116623324665,0.5742518819017803,0.7286030618885186,0.24526014806344643,-1.525879131391014
80141173,Movie,100 meters,marcel barrena,"Dani Rovira, Karra Elejalde, Alexandra Jiménez, David Verdaguer, Clara Segura, Alba Ribas, Bruno Bergonzini, Ricardo Pereira, Manuela Couto, Marc Balaguer","Portugal, Spain","March 10, 2017",2016,TV-MA,109 min,"Dramas, International Movies, Sports Movies","a man who is diagnosed with multiple sclerosis responds by training for an ironman triathlon, with his cranky father-in-law's help.",1.75,50,99.0,0.902394446265073,0.7142857142857224,0.1875,0.9901980396079216,0.34130839905780236,0.08430631414394897,-1.0969151501521606,1.7084234300058119
81215856,Movie,100 things to do before high school,,"Isabela Moner, Jaheem Toombs, Owen Joyner, Jack De Sena, Brady Reiter, Lisa Arch, Stephanie Escajeda",USA,"November 2, 2019",2014,TV-G,44 min,Movies,"led by seventh-grader c.j., three students who have been warned about the dangers of high school decide to make the best of their middle-school years.",1.35,397,41.0,0.9982278520519969,0.5714285714285836,0.08750000000000002,0.4100820164032807,0.6321884637698738,-0.5599904336006207,-1.4410626625151366,-0.30498806039899545
80144983,Movie,100 years: one woman's fight for justice,melinda janko,,USA,"March 20, 2018",2016,TV-14,75 min,Documentaries,this documentary chronicles elouise cobell's long fight against the u.s. government for the gross mismanagement of mineral-rich native american land.,3.7,297,89.63,0.9027341978718706,0.7142857142857224,0.675,0.8964792958591719,0.34233963621941466,0.08430631414394897,0.5808039726173483,1.3831533323317937
80234414,TV Show,100% hotter,,"Daniel Palmer, Melissa Sophia, Karen Williams, Grace Woodward",United Kingdom,"November 1, 2019",2017,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV","a stylist, a hair designer and a makeup artist team up to give britain's biggest fashion disasters some much-needed makeunders.",1.19,190,61.49,0.9107090865720089,0.7857142857142776,0.04749999999999999,0.6150230046009202,0.3665455602614487,0.40645468801623386,-1.5787216674603273,0.40630161957332356
80113785,Movie,1000 rupee note,shrihari sathe,"Usha Naik, Sandeep Pathak, Shrikant Yadav, Ganesh Yadav, Pooja Nayak, Devendra Gaikwad",India,"December 1, 2016",2014,NR,89 min,"Dramas, International Movies","after randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn't go smoothly.",1.84,92,51.11,0.8999521583367329,0.5714285714285836,0.21000000000000002,0.5112022404480896,0.33389540079474783,-0.5599904336006207,-1.019481959870491,0.045970390773290744
81060041,Movie,12 round gun,sam upton,"Sam Upton, Jared Abrahamson, Mark Boone Junior, Laila Ali, Kate Vernon, Cassi Thomson, Colby French, Miguel Perez, Jay Acovone",USA,"March 14, 2019",2017,TV-MA,90 min,"Dramas, Independent Movies, Sports Movies","dealing with personal demons and the death of his son, a prizefighter attempts a return to the ring by challenging his rival to a 12-round rematch.",4.91,697,12.75,0.984333259765072,0.7857142857142776,0.9775,0.1275255051010202,0.5900146531828342,0.40645468801623386,1.621850197515351,-1.2856583121909921
80098046,TV Show,12 years promise,,"So-yeon Lee, Namkoong Min, Tae-im Lee, So-hui Yoon, Won-keun Lee, Hyo-young Ryu",South Korea,"May 22, 2017",2014,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","a pregnant teen is forced by her family to leave her boyfriend and assume a new identity in america, but 12 years later, the couple reunites in korea.",3.87,580,33.02,0.8985486542581533,0.5714285714285836,0.7175,0.3302660532106422,0.3296353898533788,-0.5599904336006207,0.727066665371613,-0.5820057102857258
80100772,Movie,13 cameras,victor zarcoff,"PJ McCabe, Brianne Moncrief, Sarah Baldwin, Jim Cummings, Heidi Niedermeyer, Neville Archambault",USA,"August 13, 2016",2015,NR,90 min,"Horror Movies, Independent Movies, Thrillers","young parents-to-be claire and ryan move into a suburban rental home, unaware that someone is secretly watching their every move via hidden cameras.",3.61,587,65.24,0.8987917416282665,0.6428571428571388,0.6525,0.6525305061012202,0.33037322515588674,-0.2378420597283359,0.5033707823356783,0.5364790866253583
80117470,TV Show,13 reasons why,,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Brian d'Arcy James, Alisha Boe, Christian Navarro, Miles Heizer, Ross Butler, Devin Druid, Michele Selene Ang, Steven Silver, Amy Hargreaves",USA," August 23, 2019",2019,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","after a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",1.74,926,0.95,0.9002807632372711,0.9285714285714164,0.185,0.009501900380076015,0.3348928047161498,1.0507514357608037,-1.105518837961235,-1.6952834085147286
80996791,TV Show,13 reasons why: beyond the reasons,,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Alisha Boe, Justin Prentice, Brandon Flynn, Miles Heizer, Christian Navarro, Brian Yorkey, Tom McCarthy, Selena Gomez, Mandy Teefey, Jay Asher, Dr. Rona Hu, Dr. Helen Hsu, Dr. Rebecca Hedrick, Alexis Jones, Elaine Welteroth, Julia Bicknell, Dr. Christine Moutier, Nic Sheff, Carrie Goldberg, Anne Winters, Joy Gorman, Brandon Butler, Marissa Jo Cerar, Susanne Timms",USA," August 23, 2019",2019,TV-MA,3 Seasons,"Crime TV Shows, Docuseries","cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 reasons why.""",1.02,324,43.29,0.9786930263976297,0.9285714285714164,0.0050000000000000044,0.43298659731946393,0.5728950336363833,1.0507514357608037,-1.724984360214592,-0.2254930205192195
70291114,Movie,13 sins,daniel stamm,"Mark Webber, Rutina Wesley, Devon Graye, Tom Bower, Ron Perlman, Pruitt Taylor Vince",USA,"January 13, 2019",2014,R,93 min,"Horror Movies, Thrillers","a man agrees to appear on a game show with a $6 million prize. but as the challenges become more extreme, he realizes he's made a grave mistake.",4.18,201,69.13,0.0240287317500556,0.5714285714285836,0.7949999999999999,0.6914382876575315,-2.3247668988093095,-0.5599904336006207,0.9937809874529192,0.6715165124473359
80091741,Movie,13th,ava duvernay,,USA,"October 7, 2016",2016,TV-MA,101 min,Documentaries,"in this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of african americans and the u.s. prison boom.",4.5,191,64.32,0.8979864143944107,0.7142857142857224,0.875,0.6433286657331466,0.32792884121716737,0.08430631414394897,1.2690989973433005,0.5045422147085923
80169801,Movie,13th: a conversation with oprah winfrey & ava duvernay,,"Oprah Winfrey, Ava DuVernay",,"January 26, 2017",2017,,37 min,Movies,"oprah winfrey sits down with director ava duvernay to discuss her oscar-nominated film, historical cycles of oppression and the broken prison system.",1.95,296,98.37,0.9049473095195104,0.7857142857142776,0.2375,0.9838967793558713,0.3490570230637438,0.40645468801623386,-0.9248413939706726,1.68655361554107
70130142,Movie,14 blades,daniel lee,"Donnie Yen, Zhao Wei, Wu Chun, Law Kar-Ying, Kate Tsui, Yuwu Qi, Wu Ma, Chen Kuan Tai, Sammo Kam-Bo Hung, Chen Zhi Hui, Damian Lau, Xiang Dong Xu","Hong Kong, China, Singapore","April 3, 2019",2010,R,113 min,"Action & Adventure, International Movies","in the age of the ming dynasty, quinglong is the best of the jinyiwei, an elite assassin squad made up of highly trained former street urchins. when evil eunuch jia unseats the emperor, quinglong is called to action but is quickly betrayed.",1.36,71,19.92,0.009674270949677322,0.2857142857142776,0.09000000000000002,0.19923984796959396,-2.3683365335544684,-1.84858392908976,-1.4324589747060623,-1.0367589951875011
81000863,Movie,14 cameras,"scott hussion, seth fuller","Neville Archambault, Amber Midthunder, Brytnee Ratledge, Hank Rogerson, Chelsea Edmundson, John-Paul Howard, Lora Martinez-Cunningham, Brianne Moncrief",USA,"October 27, 2018",2018,TV-MA,89 min,"Horror Movies, Thrillers","upping the “13 cameras” ante, this sequel finds a family renting a vacation house that’s been customized to violate their privacy.",1.71,295,47.75,0.9790561415007479,0.8571428571428612,0.1775,0.4775955191038208,0.5739971852694765,0.7286030618885186,-1.1313299013884583,-0.07066861970533256
81037273,Movie,14 minutes from earth,"adam davis, jerry kolber, trey nelson, erich sturm",,USA,"February 1, 2019",2016,TV-14,84 min,Documentaries,a google executive boldly attempts a death-defying mission to travel to space and free-fall back to earth without a rocket.,1.73,192,87.79,0.9823029541000929,0.7142857142857224,0.1825,0.8780756151230247,0.5838521314779552,0.08430631414394897,-1.1141225257703093,1.3192795884982622
81033429,Movie,15-aug,swapnaneel jayakar,"Rahul Pethe, Mrunmayee Deshpande, Adinath Kothare, Vaibhav Mangale, Jaywant Wadkar, Satish Pulekar, Naina Apte, Uday Tikekar",India,"March 29, 2019",2019,TV-14,124 min,"Comedies, Dramas, Independent Movies","on india's independence day, a zany mishap in a mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy.",4.62,896,63.7,0.9819601705891925,0.9285714285714164,0.905,0.637127425485097,0.5828116916750058,1.0507514357608037,1.3723432510521933,0.4830195401559895
70044870,Movie,16 blocks,richard donner,"Bruce Willis, Mos Def, David Morse, Jenna Stern, Cylk Cozart, Casey Sander, David Zayas, Robert Racki, Patrick Garrow, Sasha Roiz","United States, Germany","November 1, 2019",2006,PG-13,102 min,Action & Adventure,"tasked with escorting a prosecution witness to court, an aging cop gears up for the 16-block trek – but they'll be lucky to make it there alive.",2.0,287,3.76,0.002070255460214554,0.0,0.25,0.03760752150430086,-2.391416758028223,-3.1371774245788995,-0.8818229549253005,-1.5977370932037374
80121844,Movie,1898: our last men in the philippines,salvador calvo,"Luis Tosar, Javier Gutiérrez, Álvaro Cervantes, Karra Elejalde, Carlos Hipólito, Ricardo Gómez, Patrick Criado, Eduard Fernández, Miguel Herrán, Emilio Palacios",Spain,"June 2, 2017",2016,R,130 min,"Dramas, International Movies","while spain relinquishes its last colonies, a battle-fatigued outpost engages in a long, brutal and sometimes bizarre clash with filipino insurgents.",2.62,821,12.26,0.9006708087827127,0.7142857142857224,0.405,0.122624524904981,0.3360766974575913,0.08430631414394897,-0.3483943107626874,-1.3026681678857914
70117674,Movie,1920,vikram bhatt,"Rajneesh Duggal, Adah Sharma, Indraneil Sengupta, Anjori Alagh, Rajendranath Zutshi, Vipin Sharma, Amin Hajee, Shri Vallabh Vyas",India,"December 15, 2017",2008,TV-MA,143 min,"Horror Movies, International Movies, Thrillers",an architect and his wife move into a castle that is slated to become a luxury hotel. but something inside is determined to stop the renovation.,4.02,516,73.72,0.008562453880502474,0.1428571428571388,0.7549999999999999,0.7373474694938988,-2.3717111962660122,-2.49288067683433,0.8561219825077286,0.8308537321190268
80135164,Movie,1922,zak hilditch,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian d'Arcy James, Neal McDonough",USA,"October 20, 2017",2017,TV-MA,103 min,"Dramas, Thrillers","a farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. based on stephen king's novella.",4.48,106,31.02,0.901858601801754,0.7857142857142776,0.8700000000000001,0.3102620524104821,0.3396819675344091,0.40645468801623386,1.251891621725152,-0.6514336927134778
80205593,TV Show,1983,,"Robert Więckiewicz, Maciej Musiał, Michalina Olszańska, Andrzej Chyra, Clive Russell, Zofia Wichłacz, Edyta Olszówka, Mateusz Kościukiewicz, Ewa Błaszczyk, Vu Le Hong, Tomasz Włosok, Krzysztof Wach","Poland, United States","November 30, 2018",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","in this dark alt-history thriller, a naïve law student and a world-weary detective uncover a conspiracy that has tyrannized poland for decades.",4.96,374,39.8,0.9081390128031073,0.8571428571428612,0.99,0.39807961592318464,0.3587446977326224,0.7286030618885186,1.664868636560723,-0.34664484985564675
80991872,TV Show,1994,diego enrique osorno,,Mexico,"May 17, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","archival video and new interviews examine mexican politics in 1994, a year marked by the rise of the ezln and the assassination of luis donaldo colosio.",2.06,488,71.38,0.9782543812128957,0.9285714285714164,0.265,0.7139427885577115,0.5715636279676245,1.0507514357608037,-0.830200828070854,0.7496229926785569
81092331,Movie,1st summoning,raymond wood,"Hayley Lovitt, Teddy Cole, Brook Todd, Ace Harney, Jason Macdonald",USA,"July 26, 2019",2018,TV-MA,94 min,"Horror Movies, Independent Movies","student filmmakers uncover occult rituals tied to an abandoned warehouse, then gradually realize the horror is closer than they think.",1.24,746,10.02,0.9872126769260952,0.8571428571428612,0.06,0.10022004400880176,0.5987544557939789,0.7286030618885186,-1.5357032284149552,-1.3804275082048734
70303426,Movie,2 states,abhishek varman,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",India,"August 4, 2018",2014,TV-PG,143 min,"Comedies, Dramas, International Movies","graduate students krish and ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences.",1.69,223,80.42,0.025126637729817602,0.5714285714285836,0.1725,0.804360872174435,-2.321434459981548,-0.5599904336006207,-1.1485372770066071,1.063437473251996
81059183,Movie,"2,215",nottapon boonprakob,Artiwara Kongmalai,Thailand,"March 1, 2019",2018,TV-14,89 min,"Documentaries, International Movies, Sports Movies","this intimate documentary follows rock star artiwara kongmalai on his historic, 2,215-kilometer charity run across thailand in 2017.",1.03,366,8.12,0.9842567487733049,0.8571428571428612,0.007500000000000007,0.08121624324864972,0.5897824218220302,0.7286030618885186,-1.7163806724055177,-1.446384091511238
70267838,Movie,20 feet from stardom,morgan neville,"Darlene Love, Merry Clayton, Lisa Fischer, Táta Vega, Claudia Lennear, Judith Hill, Bruce Springsteen, Mick Jagger, Stevie Wonder, Sting, Bette Midler, Cissy Houston, Sheryl Crow, Tata Vega",USA,"September 22, 2018",2013,PG-13,91 min,"Documentaries, Music & Musicals","winner of the 2014 academy award for best documentary feature, this film takes a look at the world of backup vocalists and the legends they support.",2.53,375,26.1,0.02195312587083631,0.5,0.38249999999999995,0.26105221044208843,-2.3310669188024034,-0.8821388074729056,-0.4258275010443573,-0.8222265294857476
80175913,TV Show,20 minutes,,"Tuba Büyüküstün, Ilker Aksum, Bülent Emin Yarar, İpek Bilgin, Müjde Uzman, Firat Çelik, Ayten Uncuoglu, Cihat Tamer",Turkey,"August 15, 2017",2013,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","when his wife is convicted of murder, a horrified family man races to prove her innocence while a dogged investigator sets out to uncover the truth.",4.14,103,90.78,0.9054923388687879,0.5,0.7849999999999999,0.9079815963192639,0.35071133317707043,-0.8821388074729056,0.9593662362166216,1.4230744222277512
80161826,Movie,2015 dream concert,,"4Minute, B1A4, BtoB, ELSIE, EXID, EXO, Got7, INFINITE, KARA, Shinee, Sistar, VIXX, Nine Muses, BTS, Secret, Topp Dogg",South Korea,"April 28, 2017",2015,TV-PG,107 min,"International Movies, Music & Musicals","the world's biggest k-pop festival marked its 21st year in 2015, with groups such as exo, 4minute and shinee electrifying the seoul world cup stadium.",1.9,386,87.7,0.9042361496601368,0.6428571428571388,0.22499999999999998,0.8771754350870175,0.3468984623383217,-0.2378420597283359,-0.9678598330160446,1.3161553292890134
81001097,Movie,2036 origin unknown,hasraf dulull,"Katee Sackhoff, Ray Fearon, Julie Cox, Steven Cree, David Tse, Joe David Walters",United Kingdom,"December 20, 2018",2018,TV-14,95 min,Sci-Fi & Fantasy,"working with an artificial intelligence to investigate the failure of a deadly mars landing, a mission controller makes an astonishing discovery.",3.38,507,76.36,0.9790770081348663,0.8571428571428612,0.595,0.76375275055011,0.5740605210951504,0.7286030618885186,0.3054859627269671,0.9224986689236594
80134080,Movie,20th century women,mike mills,"Annette Bening, Elle Fanning, Greta Gerwig, Lucas Jade Zumann, Billy Crudup",USA,"June 28, 2019",2016,R,119 min,"Dramas, Independent Movies","in 1979, single bohemian mom dorothea, hoping to help her teen son find his place as a man, asks two young women to share their lives with him.",4.22,886,75.46,0.9017619375650687,0.7142857142857224,0.8049999999999999,0.754750950190038,0.33938856567530473,0.08430631414394897,1.0281957386892169,0.8912560768311708
70084788,Movie,21,robert luketic,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Laurence Fishburne, Jack McGee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin",USA,"January 1, 2020",2008,PG-13,123 min,Dramas,a brilliant group of students become card-counting experts with the intent of swindling millions out of las vegas casinos by playing blackjack.,2.71,829,66.27,0.005629889224032958,0.1428571428571388,0.4275,0.6628325665133027,-2.38061231576648,-2.49288067683433,-0.2709611204810179,0.5722344975756506
70222859,Movie,21 & over,"jon lucas, scott moore","Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, François Chau, Russell Hodgkinson, Daniel Booko, Russell Mercado, Josie Loren, Dustin Ybarra",USA,"April 16, 2019",2013,R,93 min,Comedies,jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview.,3.71,840,39.63,0.01794218426397176,0.5,0.6775,0.3963792758551711,-2.3432412012937838,-0.8821388074729056,0.5894076604264225,-0.3525462283620055
80212701,TV Show,21 sarfarosh: saragarhi 1897,,"Luke Kenny, Mohit Raina, Mukul Dev",India,"December 1, 2018",2018,TV-14,1 Season,"International TV Shows, TV Dramas","in one of history's greatest last stands, a battalion of 21 sikh soldiers fights to defend their outpost from attack by over 10,000 afghans.",4.4,551,81.8,0.9087728591078621,0.8571428571428612,0.8500000000000001,0.8181636327265454,0.36066859110394534,0.7286030618885186,1.1830621192525568,1.1113427811271448
80215076,TV Show,21 thunder,,"Stephanie Bennett, Emmanuel Kabongo, RJ Fetherstonhaugh, Andres Joseph, Kevin Claydon, Conrad Pla, Clark Backo, Ryan Pierce, Eileen Li, Susan Bain, Cristina Rosato, Jonathan Kim, Colm Feore",Canada,"March 1, 2018",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","players and coaches for a montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence.",3.42,696,68.2,0.9089846465267977,0.7857142857142776,0.605,0.6821364272854572,0.3613114226679425,0.40645468801623386,0.33990071396326477,0.6392325006184315
80210932,Movie,22-jul,paul greengrass,"Anders Danielsen Lie, Jon Øigarden, Jonas Strand Gravli, Ola G. Furuseth, Maria Bock, Thorbjørn Harr, Jaden Smith","Norway, Iceland, United States","October 10, 2018",2018,R,144 min,"Dramas, Thrillers","after devastating terror attacks in norway, a young survivor, grieving families and the country rally for justice and healing. based on a true story.",4.64,708,28.44,0.9086151109208744,0.8571428571428612,0.9099999999999999,0.2844568913782757,0.36018978308848804,0.7286030618885186,1.3895506266703417,-0.7409957900452778
80184973,Movie,2307: winter's dream,joey curtis,"Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee DePriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley",USA,"March 1, 2018",2016,TV-MA,101 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","in the frozen tundra of a futuristic arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion.",1.52,336,83.98,0.9063002521384957,0.7142857142857224,0.13,0.8399679935987199,0.35316356642751856,0.08430631414394897,-1.2947999697608719,1.1870192819733947
70270949,Movie,23:59,gilbert chan,"Tedd Chan, Stella Chung, Henley Hii, Lawrence Koh, Tommy Kuan, Josh Lai, Mark Lee, Susan Leong, Benjamin Lim",Singapore,"December 20, 2018",2011,R,78 min,"Horror Movies, International Movies","when an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp.",4.07,781,87.81,0.022230545096229903,0.3571428571428612,0.7675000000000001,0.8782756551310262,-2.3302248771200476,-1.5264355552174753,0.8991404215531013,1.3199738683225395
80208951,Movie,24 hours to live,brian smrz,"Ethan Hawke, Xu Qing, Paul Anderson, Rutger Hauer, Tyrone Keogh, Nathalie Boltt, Liam Cunningham","South Africa, China, United States","April 7, 2018",2017,R,93 min,Action & Adventure,"revived by an experimental procedure, a hit man gets to live an extra 24 hours – which he uses to avenge his dead wife and child and redeem himself.",1.08,124,21.56,0.9084384579200693,0.7857142857142776,0.020000000000000018,0.21564312862572516,0.359653593897634,0.40645468801623386,-1.6733622333601457,-0.9798280495967447
80137461,Movie,25 kille,simranjit singh hundal,"Guggu Gill, Yograj Singh, Sonia Mann, Jimmy Sharma, Sapna Bassi, Lakha Lakhwinder Singh, Sandeep Kaur Sandy, Sardar Sohi",India,"October 1, 2018",2016,TV-PG,140 min,"Action & Adventure, Dramas, International Movies","four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.",1.63,69,7.06,0.9020634336759832,0.7142857142857224,0.15749999999999997,0.07061412282456492,0.340303687156515,0.08430631414394897,-1.2001594038610535,-1.4831809221979464
